Bus Voltage,Power,Current
4.21 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.70 mA
4.21 V,576.00 mW,137.80 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,576.00 mW,137.30 mA
4.20 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.50 mA
4.21 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,576.00 mW,138.00 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,584.00 mW,137.70 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,576.00 mW,137.60 mA
4.20 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,586.00 mW,138.50 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,584.00 mW,138.30 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,137.20 mA
4.21 V,576.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,137.40 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.40 mA
4.21 V,576.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,138.30 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.60 mA
4.58 V,318.00 mW,71.00 mA
4.21 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.10 mA
4.21 V,586.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,584.00 mW,138.60 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.30 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,584.00 mW,138.40 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.20 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,584.00 mW,137.80 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.50 mA
4.22 V,584.00 mW,138.00 mA
4.21 V,584.00 mW,138.60 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,137.30 mA
4.22 V,580.00 mW,137.10 mA
4.21 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,576.00 mW,137.50 mA
4.20 V,576.00 mW,137.50 mA
4.22 V,580.00 mW,137.40 mA
4.22 V,584.00 mW,137.60 mA
4.20 V,584.00 mW,140.00 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.20 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.22 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,138.10 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,584.00 mW,138.50 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,576.00 mW,137.70 mA
4.21 V,584.00 mW,137.50 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.50 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,576.00 mW,137.80 mA
4.21 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,138.00 mA
4.22 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,584.00 mW,137.90 mA
4.20 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,138.00 mA
4.22 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,576.00 mW,138.50 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.60 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,584.00 mW,137.90 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,576.00 mW,137.70 mA
4.21 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.10 mA
4.59 V,476.00 mW,70.90 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,576.00 mW,138.20 mA
4.21 V,580.00 mW,137.20 mA
4.21 V,580.00 mW,137.50 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.50 mA
4.22 V,584.00 mW,137.80 mA
4.22 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.00 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,138.10 mA
4.22 V,580.00 mW,138.50 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.60 mA
4.22 V,576.00 mW,137.90 mA
4.21 V,576.00 mW,138.20 mA
4.22 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,138.50 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,138.50 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,138.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,138.20 mA
4.20 V,584.00 mW,138.70 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,576.00 mW,138.00 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,138.00 mA
4.22 V,580.00 mW,138.50 mA
4.22 V,584.00 mW,137.40 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,138.60 mA
4.21 V,580.00 mW,138.00 mA
4.22 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.70 mA
4.22 V,584.00 mW,138.20 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.60 mA
4.22 V,580.00 mW,138.40 mA
4.21 V,584.00 mW,138.10 mA
4.22 V,580.00 mW,138.50 mA
4.22 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,584.00 mW,138.00 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,138.60 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,137.40 mA
4.22 V,580.00 mW,137.40 mA
4.22 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,558.00 mW,137.70 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.20 mA
4.21 V,576.00 mW,138.10 mA
4.21 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,138.50 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,584.00 mW,138.30 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.22 V,580.00 mW,137.40 mA
4.22 V,584.00 mW,138.20 mA
4.22 V,584.00 mW,138.20 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.50 mA
4.22 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.50 mA
4.21 V,580.00 mW,138.30 mA
4.59 V,494.00 mW,71.60 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.40 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.40 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.20 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.10 mA
4.22 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,138.60 mA
4.22 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,576.00 mW,137.50 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,137.40 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,576.00 mW,137.50 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,584.00 mW,138.30 mA
4.22 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,584.00 mW,137.50 mA
4.20 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,138.00 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.00 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.50 mA
4.22 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,137.70 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,138.00 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,139.20 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.40 mA
4.22 V,580.00 mW,137.60 mA
4.22 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,137.40 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,137.80 mA
4.22 V,584.00 mW,138.50 mA
4.22 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,137.80 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.30 mA
4.22 V,584.00 mW,138.00 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.40 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.70 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,584.00 mW,138.20 mA
4.22 V,524.00 mW,138.20 mA
4.21 V,580.00 mW,138.50 mA
4.22 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,584.00 mW,137.80 mA
4.22 V,580.00 mW,138.60 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,584.00 mW,138.50 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,138.50 mA
4.21 V,584.00 mW,138.00 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,138.30 mA
4.22 V,580.00 mW,138.30 mA
4.22 V,580.00 mW,138.60 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.00 mA
4.22 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.22 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,138.30 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,584.00 mW,138.40 mA
4.22 V,580.00 mW,137.60 mA
4.42 V,476.00 mW,71.70 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,584.00 mW,138.50 mA
4.21 V,580.00 mW,138.00 mA
4.22 V,584.00 mW,138.10 mA
4.22 V,584.00 mW,137.90 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,584.00 mW,137.80 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,137.20 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,576.00 mW,137.80 mA
4.22 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,584.00 mW,138.30 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.20 mA
4.20 V,584.00 mW,138.40 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,576.00 mW,137.90 mA
4.22 V,584.00 mW,137.70 mA
4.22 V,580.00 mW,138.10 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,584.00 mW,137.40 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.50 mA
4.22 V,584.00 mW,138.00 mA
4.21 V,584.00 mW,138.20 mA
4.22 V,584.00 mW,138.10 mA
4.21 V,584.00 mW,137.40 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.10 mA
4.21 V,584.00 mW,137.20 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.80 mA
4.22 V,580.00 mW,137.50 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,584.00 mW,138.60 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.20 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,576.00 mW,137.70 mA
4.22 V,580.00 mW,137.80 mA
4.22 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,584.00 mW,137.80 mA
4.22 V,584.00 mW,137.60 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,138.00 mA
4.22 V,584.00 mW,137.80 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.70 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,580.00 mW,137.50 mA
4.21 V,584.00 mW,138.10 mA
4.21 V,576.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.22 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.40 mA
4.22 V,580.00 mW,138.10 mA
4.20 V,584.00 mW,137.80 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.10 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,137.70 mA
4.22 V,580.00 mW,137.80 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.40 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.90 mA
4.22 V,580.00 mW,137.70 mA
4.23 V,544.00 mW,137.50 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,137.70 mA
4.20 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,584.00 mW,137.70 mA
4.22 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.00 mA
4.22 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,138.10 mA
4.22 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.10 mA
4.21 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,580.00 mW,137.40 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.22 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,138.40 mA
4.21 V,580.00 mW,137.50 mA
4.22 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.40 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.30 mA
4.22 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.90 mA
4.38 V,528.00 mW,71.50 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.50 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,137.40 mA
