Bus Voltage,Power,Current
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.40 mA
4.32 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.60 mA
4.67 V,282.00 mW,60.20 mA
4.66 V,278.00 mW,60.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.32 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.66 V,278.00 mW,60.00 mA
4.66 V,278.00 mW,59.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.20 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,108.40 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.67 V,282.00 mW,59.80 mA
4.36 V,298.00 mW,107.00 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.50 mA
4.34 V,466.00 mW,107.20 mA
4.34 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.34 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.80 mA
4.34 V,466.00 mW,108.20 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.80 mA
4.32 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.34 V,468.00 mW,107.60 mA
4.34 V,466.00 mW,107.50 mA
4.34 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.34 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.32 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.66 V,288.00 mW,60.70 mA
4.66 V,278.00 mW,60.00 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.30 mA
4.34 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.34 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.34 V,466.00 mW,107.70 mA
4.34 V,468.00 mW,107.60 mA
4.34 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.34 V,468.00 mW,107.50 mA
4.32 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,108.10 mA
4.66 V,282.00 mW,60.10 mA
4.67 V,278.00 mW,59.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,472.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.34 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.70 mA
4.66 V,282.00 mW,59.90 mA
4.66 V,278.00 mW,60.30 mA
4.33 V,466.00 mW,107.50 mA
4.34 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.34 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.90 mA
4.66 V,278.00 mW,59.90 mA
4.39 V,278.00 mW,103.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.30 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.34 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,108.40 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.30 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,108.20 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.66 V,288.00 mW,60.70 mA
4.66 V,282.00 mW,60.10 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.34 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,108.20 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.60 mA
4.34 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.32 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,108.20 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,108.10 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.50 mA
4.66 V,282.00 mW,60.50 mA
4.66 V,278.00 mW,60.10 mA
4.34 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.30 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.50 mA
4.34 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.67 V,278.00 mW,59.70 mA
4.66 V,278.00 mW,59.90 mA
4.34 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,108.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.34 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,108.20 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.34 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.34 V,468.00 mW,107.80 mA
4.66 V,282.00 mW,60.10 mA
4.45 V,278.00 mW,100.20 mA
4.34 V,462.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.34 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.32 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.34 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,108.10 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,466.00 mW,107.80 mA
4.65 V,304.00 mW,61.80 mA
4.66 V,278.00 mW,60.40 mA
4.34 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.34 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.34 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.70 mA
4.32 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,108.10 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.34 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.80 mA
4.66 V,282.00 mW,60.10 mA
4.66 V,282.00 mW,59.90 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,107.50 mA
4.34 V,468.00 mW,107.90 mA
4.33 V,468.00 mW,108.10 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
